District,Block,Gram_Panchayat,Latitude,Longitude
AMBALA,AMBALA-I,Adho Majra,30.3843674,76.770421
AMBALA,AMBALA-I,Ahema,30.3843674,76.770421
AMBALA,AMBALA-I,Amipur,30.3843674,76.770421
AMBALA,AMBALA-I,Anandpur,30.3843674,76.770421
AMBALA,AMBALA-I,Babaheri,30.3843674,76.770421
AMBALA,AMBALA-I,Behbalpur,30.3843674,76.770421
AMBALA,AMBALA-I,Bhanpur-Nakatpur,30.3843674,76.770421
AMBALA,AMBALA-I,Baknaur,30.3843674,76.770421
AMBALA,AMBALA-I,Balana,30.3843674,76.770421
AMBALA,AMBALA-I,Balapur,30.3843674,76.770421
AMBALA,AMBALA-I,Bara,30.3843674,76.770421
AMBALA,AMBALA-I,Baroula,30.3843674,76.770421
AMBALA,AMBALA-I,Barouli,30.3843674,76.770421
AMBALA,AMBALA-I,Batrohan,30.3843674,76.770421
AMBALA,AMBALA-I,Bego Majra,30.3843674,76.770421
AMBALA,AMBALA-I,Bedsan,30.3843674,76.770421
AMBALA,AMBALA-I,Bhanokheri,30.3843674,76.770421
AMBALA,AMBALA-I,Bhari,30.3843674,76.770421
AMBALA,AMBALA-I,Bhunni,30.3843674,76.770421
AMBALA,AMBALA-I,Bhurangpur,30.3843674,76.770421
AMBALA,AMBALA-I,Bhure Majra,30.3843674,76.770421
AMBALA,AMBALA-I,Bishangarh,30.3843674,76.770421
AMBALA,AMBALA-I,Chhapra,30.3843674,76.770421
AMBALA,AMBALA-I,Chhota Baroula,30.3843674,76.770421
AMBALA,AMBALA-I,Dangerian,30.3843674,76.770421
AMBALA,AMBALA-I,Danipur,30.3843674,76.770421
AMBALA,AMBALA-I,Dhanoura,30.3843674,76.770421
AMBALA,AMBALA-I,Dhanouri,30.3843674,76.770421
AMBALA,AMBALA-I,Delu Majra,30.3843674,76.770421
AMBALA,AMBALA-I,Dhurkara,30.3843674,76.770421
AMBALA,AMBALA-I,Dhurala,30.3843674,76.770421
AMBALA,AMBALA-I,Dukheri,30.3843674,76.770421
AMBALA,AMBALA-I,Durana,30.3843674,76.770421
AMBALA,AMBALA-I,Farouli,30.3843674,76.770421
AMBALA,AMBALA-I,Fazailpur,30.3843674,76.770421
AMBALA,AMBALA-I,Gorsian,30.3843674,76.770421
AMBALA,AMBALA-I,Humayunpur,30.3843674,76.770421
AMBALA,AMBALA-I,Ismailpur,30.3843674,76.770421
AMBALA,AMBALA-I,Jagoli,30.3843674,76.770421
AMBALA,AMBALA-I,Jaitpura,30.3843674,76.770421
AMBALA,AMBALA-I,Jalalpur,30.3843674,76.770421
AMBALA,AMBALA-I,Jandheri,30.3843674,76.770421
AMBALA,AMBALA-I,Jansua,30.3843674,76.770421
AMBALA,AMBALA-I,Jansui,30.3843674,76.770421
AMBALA,AMBALA-I,Jodhpur,30.3843674,76.770421
AMBALA,AMBALA-I,Konkpur,30.3843674,76.770421
AMBALA,AMBALA-I,Kalawar,30.3843674,76.770421
AMBALA,AMBALA-I,Kaleran,30.3843674,76.770421
AMBALA,AMBALA-I,Kangwal,30.3843674,76.770421
AMBALA,AMBALA-I,Kathgarh,30.3843674,76.770421
AMBALA,AMBALA-I,Khanna Majra,30.3843674,76.770421
AMBALA,AMBALA-I,Khaspur,30.3843674,76.770421
AMBALA,AMBALA-I,Khaira,30.3843674,76.770421
AMBALA,AMBALA-I,Khurchanpur,30.3843674,76.770421
AMBALA,AMBALA-I,Kot Kachwa Kalan,30.3843674,76.770421
AMBALA,AMBALA-I,Kot Kachwa Khurd,30.3843674,76.770421
AMBALA,AMBALA-I,Kurbanpur,30.3843674,76.770421
AMBALA,AMBALA-I,Ladana,30.3843674,76.770421
AMBALA,AMBALA-I,Lakhnour Sahib,30.3843674,76.770421
AMBALA,AMBALA-I,Lalana,30.3843674,76.770421
AMBALA,AMBALA-I,Lautan,30.3843674,76.770421
AMBALA,AMBALA-I,Mehlan,30.3843674,76.770421
AMBALA,AMBALA-I,Majri,30.3843674,76.770421
AMBALA,AMBALA-I,Malwa,30.3843674,76.770421
AMBALA,AMBALA-I,Mallour,30.3843674,76.770421
AMBALA,AMBALA-I,Mardo Sahib,30.3843674,76.770421
AMBALA,AMBALA-I,Mastpur,30.3843674,76.770421
AMBALA,AMBALA-I,Matheri Jattan,30.3843674,76.770421
AMBALA,AMBALA-I,Matheri Shekhan,30.3843674,76.770421
AMBALA,AMBALA-I,Metlan,30.3843674,76.770421
AMBALA,AMBALA-I,Miyan Majra,30.3843674,76.770421
AMBALA,AMBALA-I,Mirzapur,30.3843674,76.770421
AMBALA,AMBALA-I,Mohra,30.3843674,76.770421
AMBALA,AMBALA-I,Mohri,30.3843674,76.770421
AMBALA,AMBALA-I,Mokha Majra,30.3843674,76.770421
AMBALA,AMBALA-I,Mujafara,30.3843674,76.770421
AMBALA,AMBALA-I,Nadiyali,30.3843674,76.770421
AMBALA,AMBALA-I,Naggal,30.3843674,76.770421
AMBALA,AMBALA-I,Naneola,30.3843674,76.770421
AMBALA,AMBALA-I,Niharsa,30.3843674,76.770421
AMBALA,AMBALA-I,Niharsi,30.3843674,76.770421
AMBALA,AMBALA-I,Nurpur,30.3843674,76.770421
AMBALA,AMBALA-I,Ojalan,30.3843674,76.770421
AMBALA,AMBALA-I,Panjola,30.3843674,76.770421
AMBALA,AMBALA-I,Roshanpur,30.3843674,76.770421
AMBALA,AMBALA-I,Rupo Majra,30.3843674,76.770421
AMBALA,AMBALA-I,Sahibpura,30.3843674,76.770421
AMBALA,AMBALA-I,Sakrahon,30.3843674,76.770421
AMBALA,AMBALA-I,Sarangpur,30.3843674,76.770421
AMBALA,AMBALA-I,Segta,30.3843674,76.770421
AMBALA,AMBALA-I,Segti,30.3843674,76.770421
AMBALA,AMBALA-I,Shekhupur,30.3843674,76.770421
AMBALA,AMBALA-I,Sounta,30.3843674,76.770421
AMBALA,AMBALA-I,Sounti,30.3843674,76.770421
AMBALA,AMBALA-I,Sullar,30.3843674,76.770421
AMBALA,AMBALA-I,Tar,30.3843674,76.770421
AMBALA,AMBALA-I,Tejan,30.3843674,76.770421
AMBALA,AMBALA-I,Tharwa,30.3843674,76.770421
AMBALA,AMBALA-I,Udaipur,30.3843674,76.770421
AMBALA,AMBALA-I,Ugara,30.3843674,76.770421
AMBALA,AMBALA-II,Brahman Majra,30.3544318,76.7649203
AMBALA,AMBALA-II,Barnala,30.3544318,76.7649203
AMBALA,AMBALA-II,Bhilpura,30.3544318,76.7649203
AMBALA,AMBALA-II,Dhankaur,30.3544318,76.7649203
AMBALA,AMBALA-II,Garnala,30.3544318,76.7649203
AMBALA,AMBALA-II,Janetpur,30.3544318,76.7649203
AMBALA,AMBALA-II,Khatouli,30.3544318,76.7649203
AMBALA,AMBALA-II,Khudda Kalan,30.3544318,76.7649203
AMBALA,AMBALA-II,Manglai,30.3544318,76.7649203
AMBALA,AMBALA-II,Munnarheri,30.3544318,76.7649203
AMBALA,AMBALA-II,Panjokhra,30.3544318,76.7649203
AMBALA,AMBALA-II,Rattanheri,30.3544318,76.7649203
AMBALA,AMBALA-II,Rolan,30.3544318,76.7649203
AMBALA,AMBALA-II,Sahibpura,30.3544318,76.7649203
AMBALA,AMBALA-II,Sapera,30.3544318,76.7649203
AMBALA,AMBALA-II,Tundli,30.3544318,76.7649203
AMBALA,BARARA,Abdulgarh,30.2423627,77.0460519
AMBALA,BARARA,Adhoya (H),30.1865175,77.0370224
AMBALA,BARARA,Adhoya (M),30.1865175,77.0370224
AMBALA,BARARA,Adhoi,30.2423627,77.0460519
AMBALA,BARARA,Akalgarh,30.2423627,77.0460519
AMBALA,BARARA,Aliaspur,30.2423627,77.0460519
AMBALA,BARARA,Alipur,30.2423627,77.0460519
AMBALA,BARARA,Allawalpur,30.2423627,77.0460519
AMBALA,BARARA,Bhudian,30.2423627,77.0460519
AMBALA,BARARA,Binjalpur,30.2423627,77.0460519
AMBALA,BARARA,Bikkampur,30.2423627,77.0460519
AMBALA,BARARA,Dadupur,30.2423627,77.0460519
AMBALA,BARARA,Dahiyamajra,30.2423627,77.0460519
AMBALA,BARARA,Dera Salimpur,30.2423627,77.0460519
AMBALA,BARARA,Dhanora,30.2423627,77.0460519
AMBALA,BARARA,Dhanauri,30.2423627,77.0460519
AMBALA,BARARA,Dheen,30.2423627,77.0460519
AMBALA,BARARA,Duliana,30.2423627,77.0460519
AMBALA,BARARA,Duliani,30.2423627,77.0460519
AMBALA,BARARA,Foxa,30.2423627,77.0460519
AMBALA,BARARA,Gaganpur,30.2423627,77.0460519
AMBALA,BARARA,Ghelri,30.2423627,77.0460519
AMBALA,BARARA,Hema Majra,30.2423627,77.0460519
AMBALA,BARARA,Holi,30.2423627,77.0460519
AMBALA,BARARA,Jahangir Pur,30.2423627,77.0460519
AMBALA,BARARA,Jalubi,30.2423627,77.0460519
AMBALA,BARARA,Kambass,30.2423627,77.0460519
AMBALA,BARARA,Kambassi,30.2423627,77.0460519
AMBALA,BARARA,Kansapur,30.2423627,77.0460519
AMBALA,BARARA,Kaserla Kalan,30.2423627,77.0460519
AMBALA,BARARA,Khan Ahmadpur,30.2423627,77.0460519
AMBALA,BARARA,Khanpura,30.2025751,76.9451111
AMBALA,BARARA,Malikpur T,30.2423627,77.0460519
AMBALA,BARARA,Manka,30.2423627,77.0460519
AMBALA,BARARA,Manki,30.2423627,77.0460519
AMBALA,BARARA,Manu Majra,30.2423627,77.0460519
AMBALA,BARARA,Milk Dhankota,30.2423627,77.0460519
AMBALA,BARARA,Milk Shekhan,30.2423627,77.0460519
AMBALA,BARARA,Mullana,30.2750178,77.0483955
AMBALA,BARARA,Nahra,30.2423627,77.0460519
AMBALA,BARARA,Ponti,30.2423627,77.0460519
AMBALA,BARARA,Rajokheri,30.2423627,77.0460519
AMBALA,BARARA,Rajoli,30.2423627,77.0460519
AMBALA,BARARA,Rao Majra,30.2423627,77.0460519
AMBALA,BARARA,Rukri,30.2423627,77.0460519
AMBALA,BARARA,Sajjan Majri,30.2423627,77.0460519
AMBALA,BARARA,Salehpur,30.2423627,77.0460519
AMBALA,BARARA,Sarakpur,30.2423627,77.0460519
AMBALA,BARARA,Sardheri,30.2423627,77.0460519
AMBALA,BARARA,Sehla,30.2423627,77.0460519
AMBALA,BARARA,Sherpur,30.2423627,77.0460519
AMBALA,BARARA,Simbla,30.2423627,77.0460519
AMBALA,BARARA,Sirasgarh,30.2423627,77.0460519
AMBALA,BARARA,Siwan Majra,30.2423627,77.0460519
AMBALA,BARARA,Sohana,30.2423627,77.0460519
AMBALA,BARARA,Sohata,30.2009038,76.9564375
AMBALA,BARARA,Subhri,30.2423627,77.0460519
AMBALA,BARARA,Sulakhni,30.2423627,77.0460519
AMBALA,BARARA,Tangail,30.2423627,77.0460519
AMBALA,BARARA,Talheri R,30.2423627,77.0460519
AMBALA,BARARA,Tandwal,30.2340064,76.9820976
AMBALA,BARARA,Tandwali,30.2423627,77.0460519
AMBALA,BARARA,Thumber,30.2423627,77.0460519
AMBALA,BARARA,Ugala,30.2423627,77.0460519
AMBALA,BARARA,Zaffarpur,30.2423627,77.0460519
AMBALA,NARAINGARH,Akbarpur,30.4455761,77.1256318
AMBALA,NARAINGARH,Ambli,30.414964,77.150176
AMBALA,NARAINGARH,Andheri,30.4455761,77.1256318
AMBALA,NARAINGARH,Badhauli,30.4455761,77.1256318
AMBALA,NARAINGARH,Bakarpur,30.425103,77.1119426
AMBALA,NARAINGARH,Bakhtua,30.4455761,77.1256318
AMBALA,NARAINGARH,Ballopur,30.4455761,77.1256318
AMBALA,NARAINGARH,Balti,30.4455761,77.1256318
AMBALA,NARAINGARH,Baragaon,30.4455761,77.1256318
AMBALA,NARAINGARH,Bari Rasour,30.4455761,77.1256318
AMBALA,NARAINGARH,Barouli,30.4455761,77.1256318
AMBALA,NARAINGARH,Barsu Majra,30.4455761,77.1256318
AMBALA,NARAINGARH,Batora,30.4455761,77.1256318
AMBALA,NARAINGARH,Berkheri,30.4455761,77.1256318
AMBALA,NARAINGARH,Bhareri Kalan,30.4455761,77.1256318
AMBALA,NARAINGARH,Bhareri Khurd,30.4455761,77.1256318
AMBALA,NARAINGARH,Bhukhari,30.4455761,77.1256318
AMBALA,NARAINGARH,Brahaman Majra,30.4455761,77.1256318
AMBALA,NARAINGARH,Budha Khera,30.4455761,77.1256318
AMBALA,NARAINGARH,Chandsoli,30.4455761,77.1256318
AMBALA,NARAINGARH,Chechi Majra,30.4455761,77.1256318
AMBALA,NARAINGARH,Chhajal Majra,30.4455761,77.1256318
AMBALA,NARAINGARH,Chotti Bassi,30.4455761,77.1256318
AMBALA,NARAINGARH,Chhoti Kohri,30.4455761,77.1256318
AMBALA,NARAINGARH,Dehar,30.4455761,77.1256318
AMBALA,NARAINGARH,Dera,30.4455761,77.1256318
AMBALA,NARAINGARH,Danoura,30.4455761,77.1256318
AMBALA,NARAINGARH,Dudhali,30.4455761,77.1256318
AMBALA,NARAINGARH,Fatehpur-126,30.4455761,77.1256318
AMBALA,NARAINGARH,Fatehpur-80,30.4455761,77.1256318
AMBALA,NARAINGARH,Firozpur,30.4455761,77.1256318
AMBALA,NARAINGARH,Firozpur Kath,30.4455761,77.1256318
AMBALA,NARAINGARH,Gadhouli,30.4455761,77.1256318
AMBALA,NARAINGARH,Ganauli,30.4455761,77.1256318
AMBALA,NARAINGARH,Hamidpur,30.4455761,77.1256318
AMBALA,NARAINGARH,Harbon,30.4223031,77.1080837
AMBALA,NARAINGARH,Hasanpur,30.4455761,77.1256318
AMBALA,NARAINGARH,Hussaini,30.4455761,77.1256318
AMBALA,NARAINGARH,Jangu Majra,30.4455761,77.1256318
AMBALA,NARAINGARH,Jeoli,30.4455761,77.1256318
AMBALA,NARAINGARH,Jhiriwala,30.4455761,77.1256318
AMBALA,NARAINGARH,Kala Amb,30.4977583,77.2109116
AMBALA,NARAINGARH,Kalyana,30.4455761,77.1256318
AMBALA,NARAINGARH,Kanjala,30.3942155,77.0995339
AMBALA,NARAINGARH,Kathe Majra,30.4455761,77.1256318
AMBALA,NARAINGARH,Khanpur Labana,30.4455761,77.1256318
AMBALA,NARAINGARH,Khanpur Rajputan,30.4455761,77.1256318
AMBALA,NARAINGARH,Kherki Jattan,30.4455761,77.1256318
AMBALA,NARAINGARH,Kohrabhura,30.4455761,77.1256318
AMBALA,NARAINGARH,Kullarpur,30.4455761,77.1256318
AMBALA,NARAINGARH,Kurali,30.4143652,77.0826913
AMBALA,NARAINGARH,Laha,30.4455761,77.1256318
AMBALA,NARAINGARH,Lakhnoura,30.4455761,77.1256318
AMBALA,NARAINGARH,Lalpur,30.4455761,77.1256318
AMBALA,NARAINGARH,Lautan,30.4455761,77.1256318
AMBALA,NARAINGARH,Mahua Kheri,30.4455761,77.1256318
AMBALA,NARAINGARH,Miyanpur,30.4455761,77.1256318
AMBALA,NARAINGARH,Milk,30.4861577,77.1203993
AMBALA,NARAINGARH,Mirpur,30.4455761,77.1256318
AMBALA,NARAINGARH,Mirjapur Kath,30.4455761,77.1256318
AMBALA,NARAINGARH,Mugal Majra,30.4455761,77.1256318
AMBALA,NARAINGARH,Munna Majra,30.4417925,77.1046179
AMBALA,NARAINGARH,Nabipur,30.4455761,77.1256318
AMBALA,NARAINGARH,Nagla Rajputan,30.4455761,77.1256318
AMBALA,NARAINGARH,Nagouli,30.4455761,77.1256318
AMBALA,NARAINGARH,Nakhrouli,30.4455761,77.1256318
AMBALA,NARAINGARH,Nanduwali,30.4455761,77.1256318
AMBALA,NARAINGARH,Nanhera,30.4455761,77.1256318
AMBALA,NARAINGARH,Nagawan,30.4455761,77.1256318
AMBALA,NARAINGARH,Okhal,30.4455761,77.1256318
AMBALA,NARAINGARH,Panjlasa,30.4455761,77.1256318
AMBALA,NARAINGARH,Pullewala,30.4455761,77.1256318
AMBALA,NARAINGARH,Rajju Majra,30.4455761,77.1256318
AMBALA,NARAINGARH,Rampur,30.4455761,77.1256318
AMBALA,NARAINGARH,Sakarpura,30.4455761,77.1256318
AMBALA,NARAINGARH,Sambhalwa,30.4455761,77.1256318
AMBALA,NARAINGARH,Sangrani,30.4455761,77.1256318
AMBALA,NARAINGARH,Shahpur,30.4455761,77.1256318
AMBALA,NARAINGARH,Shahpur Nurd,30.4455761,77.1256318
AMBALA,NARAINGARH,Sainmajra,30.4455761,77.1256318
AMBALA,NARAINGARH,Taprian Rulduki,30.4455761,77.1256318
AMBALA,NARAINGARH,Toka,30.4455761,77.1256318
AMBALA,NARAINGARH,Ujjal Majri,30.4455761,77.1256318
AMBALA,SAHA,Akbarpur,30.28579,76.9472949
AMBALA,SAHA,Allapur,30.28579,76.9472949
AMBALA,SAHA,Bajidpur,30.28579,76.9472949
AMBALA,SAHA,Bihta,30.2761321,76.9529595
AMBALA,SAHA,Chhanni,30.28579,76.9472949
AMBALA,SAHA,Chhapra,30.2737181,76.9744853
AMBALA,SAHA,Chudiala,30.28579,76.9472949
AMBALA,SAHA,Chudiali,30.28579,76.9472949
AMBALA,SAHA,Dhakola,30.2943453,76.9704857
AMBALA,SAHA,Dinarpur,30.28579,76.9472949
AMBALA,SAHA,Dhurala,30.28579,76.9472949
AMBALA,SAHA,Dubli,30.2434799,76.8795489
AMBALA,SAHA,Fulelmajra,30.28579,76.9472949
AMBALA,SAHA,Gaganheri,30.28579,76.9472949
AMBALA,SAHA,Ghasitpur,30.28579,76.9472949
AMBALA,SAHA,Gokalgarh,30.28579,76.9472949
AMBALA,SAHA,Gola,30.28579,76.9472949
AMBALA,SAHA,Haldri,30.28579,76.9472949
AMBALA,SAHA,Hamidpur,30.28579,76.9472949
AMBALA,SAHA,Harda,30.28579,76.9472949
AMBALA,SAHA,Haryoli,30.28579,76.9472949
AMBALA,SAHA,Jawahargarh,30.2920958,76.9579792
AMBALA,SAHA,Jharumajra,30.28579,76.9472949
AMBALA,SAHA,Kakar Kunda,30.28579,76.9472949
AMBALA,SAHA,Kalpi,30.2939307,76.9987265
AMBALA,SAHA,Keshopur Basti,30.28579,76.9472949
AMBALA,SAHA,Kesri,30.2654448,76.9338376
AMBALA,SAHA,Khanpur,30.28579,76.9472949
AMBALA,SAHA,Kharu Khera,30.28579,76.9472949
AMBALA,SAHA,Khera,30.28579,76.9472949
AMBALA,SAHA,Landa,30.28579,76.9472949
AMBALA,SAHA,Langer,30.28579,76.9472949
AMBALA,SAHA,Mehmudpur,30.28579,76.9472949
AMBALA,SAHA,Malikpur,30.28579,76.9472949
AMBALA,SAHA,Mehtabgarh,30.28579,76.9472949
AMBALA,SAHA,Mithapur,30.28579,76.9472949
AMBALA,SAHA,Nagla,30.28579,76.9472949
AMBALA,SAHA,Naraingarh Majra,30.28579,76.9472949
AMBALA,SAHA,Nahoni,30.28579,76.9472949
AMBALA,SAHA,Nurd,30.28579,76.9472949
AMBALA,SAHA,Panjail,30.28579,76.9472949
AMBALA,SAHA,Paplotha,30.28579,76.9472949
AMBALA,SAHA,Pasiala,30.28579,76.9472949
AMBALA,SAHA,Pilkhani,30.28579,76.9472949
AMBALA,SAHA,Ramgarh,30.28579,76.9472949
AMBALA,SAHA,Rampur,30.278672,76.9821586
AMBALA,SAHA,Sabanpur,30.28579,76.9472949
AMBALA,SAHA,Sabga,30.28579,76.9472949
AMBALA,SAHA,Saha,30.3114284,76.9764593
AMBALA,SAHA,Sambhalkha,30.28579,76.9472949
AMBALA,SAHA,Samlehri,30.332017,76.947661
AMBALA,SAHA,Shergarh,30.28579,76.9472949
AMBALA,SAHA,Talheri Gujran,30.28579,76.9472949
AMBALA,SAHA,Tamnoli,30.28579,76.9472949
AMBALA,SAHA,Taprian,30.28579,76.9472949
AMBALA,SAHA,Tepla,30.3058297,76.946575
AMBALA,SAHA,Thakurpura,30.28579,76.9472949
AMBALA,SAHA,Tharwa,30.28579,76.9472949
AMBALA,SAHA,Toba,30.28579,76.9472949
AMBALA,SAHA,Uplana,30.28579,76.9472949
AMBALA,SHAHZADPUR,Banoundi,30.446413,77.0334204
AMBALA,SHAHZADPUR,Bapoli,30.446413,77.0334204
AMBALA,SHAHZADPUR,Baragarh,30.4603567,77.0700587
AMBALA,SHAHZADPUR,Bari Bassi,30.446413,77.0334204
AMBALA,SHAHZADPUR,Barikohri,30.446413,77.0334204
AMBALA,SHAHZADPUR,Behloli,30.446413,77.0334204
AMBALA,SHAHZADPUR,Berpura,30.446413,77.0334204
AMBALA,SHAHZADPUR,Bharanpur,30.446413,77.0334204
AMBALA,SHAHZADPUR,Bharog,30.4164443,76.9326639
AMBALA,SHAHZADPUR,Bheron,30.446413,77.0334204
AMBALA,SHAHZADPUR,Bibipur,30.446413,77.0334204
AMBALA,SHAHZADPUR,Bich Pari,30.446413,77.0334204
AMBALA,SHAHZADPUR,Bilaspur,30.446413,77.0334204
AMBALA,SHAHZADPUR,Burajshahid,30.446413,77.0334204
AMBALA,SHAHZADPUR,Chetan,30.446413,77.0334204
AMBALA,SHAHZADPUR,Chhaju Majra,30.446413,77.0334204
AMBALA,SHAHZADPUR,Dehari,30.446413,77.0334204
AMBALA,SHAHZADPUR,Dhamoli Bichli,30.446413,77.0334204
AMBALA,SHAHZADPUR,Dhamoli Majri,30.446413,77.0334204
AMBALA,SHAHZADPUR,Dhamoli Upparli,30.446413,77.0334204
AMBALA,SHAHZADPUR,Dhanana,30.446413,77.0334204
AMBALA,SHAHZADPUR,Fatehgarh,30.446413,77.0334204
AMBALA,SHAHZADPUR,Ganehspur,30.446413,77.0334204
AMBALA,SHAHZADPUR,Gazipur,30.446413,77.0334204
AMBALA,SHAHZADPUR,Gharouli,30.446413,77.0334204
AMBALA,SHAHZADPUR,Gobindpur,30.446413,77.0334204
AMBALA,SHAHZADPUR,Handi Khera,30.446413,77.0334204
AMBALA,SHAHZADPUR,Jangu Majra,30.446413,77.0334204
AMBALA,SHAHZADPUR,Jatwar,30.446413,77.0334204
AMBALA,SHAHZADPUR,Kakkar Majra,30.446413,77.0334204
AMBALA,SHAHZADPUR,Kalal Majra,30.446413,77.0334204
AMBALA,SHAHZADPUR,Kalal Majri,30.446413,77.0334204
AMBALA,SHAHZADPUR,Karasan,30.446413,77.0334204
AMBALA,SHAHZADPUR,Khanpur Brahmna,30.446413,77.0334204
AMBALA,SHAHZADPUR,Kherki Manakpur,30.446413,77.0334204
AMBALA,SHAHZADPUR,Khurd,30.446413,77.0334204
AMBALA,SHAHZADPUR,Korwa Kalan,30.446413,77.0334204
AMBALA,SHAHZADPUR,Korwa Khurd,30.446413,77.0334204
AMBALA,SHAHZADPUR,Maggarpura,30.446413,77.0334204
AMBALA,SHAHZADPUR,Majra,30.4236053,76.924628
AMBALA,SHAHZADPUR,Manglor,30.446413,77.0334204
AMBALA,SHAHZADPUR,Mukandpur,30.446413,77.0334204
AMBALA,SHAHZADPUR,Naggala Jattan,30.446413,77.0334204
AMBALA,SHAHZADPUR,Nasrauli,30.446413,77.0334204
AMBALA,SHAHZADPUR,Neknawan,30.446413,77.0334204
AMBALA,SHAHZADPUR,Panjeton,30.446413,77.0334204
AMBALA,SHAHZADPUR,Prail,30.446413,77.0334204
AMBALA,SHAHZADPUR,Pathrehri,30.4149476,77.0258243
AMBALA,SHAHZADPUR,Patvi,30.446413,77.0334204
AMBALA,SHAHZADPUR,Racheri,30.446413,77.0334204
AMBALA,SHAHZADPUR,Raiwali,30.446413,77.0334204
AMBALA,SHAHZADPUR,Rajouli,30.446413,77.0334204
AMBALA,SHAHZADPUR,Rajjpura,30.446413,77.0334204
AMBALA,SHAHZADPUR,Rasidpur,30.446413,77.0334204
AMBALA,SHAHZADPUR,Rator,30.446413,77.0334204
AMBALA,SHAHZADPUR,Shamru,30.446413,77.0334204
AMBALA,SHAHZADPUR,Sadikpur,30.446413,77.0334204
AMBALA,SHAHZADPUR,Salola,30.446413,77.0334204
AMBALA,SHAHZADPUR,Santokhi,30.446413,77.0334204
AMBALA,SHAHZADPUR,Shahzadpur,30.446413,77.0334204
AMBALA,SHAHZADPUR,Sherpur,30.446413,77.0334204
AMBALA,SHAHZADPUR,Sontli,30.446413,77.0334204
AMBALA,SHAHZADPUR,Tandwal,30.446413,77.0334204
AMBALA,SHAHZADPUR,Tasdoli,30.446413,77.0334204
AMBALA,SHAHZADPUR,Wasalpur,30.446413,77.0334204
CHARKI DADRI,BADHRA,Arya Nagar,,
CHARKI DADRI,JHOJHU,Badrai,,
CHARKI DADRI,BADHRA,Berla,,
CHARKI DADRI,BADHRA,Bhandwa,,
CHARKI DADRI,BADHRA,Bilawal,,
CHARKI DADRI,BADHRA,Chandwas,,
CHARKI DADRI,BADHRA,Dandma,,
CHARKI DADRI,JHOJHU,Dagroli,,
CHARKI DADRI,BADHRA,Dalawas,,
CHARKI DADRI,BADHRA,Dhansari,,
CHARKI DADRI,BADHRA,Dohka Dina,,
CHARKI DADRI,BADHRA,Dohka Hariya,,
CHARKI DADRI,BADHRA,Dohka Moji,,
CHARKI DADRI,BADHRA,Dudiwala Kishanpura,,
CHARKI DADRI,BADHRA,Dwarka,,
CHARKI DADRI,BADHRA,Govindpura,,
CHARKI DADRI,JHOJHU,Gopalwas,,
CHARKI DADRI,BADHRA,Gopi,,
CHARKI DADRI,BADHRA,Hansawas Kalan,,
CHARKI DADRI,BADHRA,Hui,,
CHARKI DADRI,BADHRA,Jagram Bas,,
CHARKI DADRI,BADHRA,Jewali,,
CHARKI DADRI,BADHRA,Jitpura,,
CHARKI DADRI,JHOJHU,Kadma,,
CHARKI DADRI,BADHRA,Kakroli Hatti,,
CHARKI DADRI,BADHRA,Kakroli Hukmi,,
CHARKI DADRI,BADHRA,Kakroli Sardara,,
CHARKI DADRI,BADHRA,Kanhra,,
CHARKI DADRI,BADHRA,Kari Adu,,
CHARKI DADRI,BADHRA,Kari Dharani,,
CHARKI DADRI,BADHRA,Kari Mod,,
CHARKI DADRI,BADHRA,Kari Rupa Das,,
CHARKI DADRI,BADHRA,Kari Tokha,,
CHARKI DADRI,BADHRA,Khorda,,
CHARKI DADRI,JHOJHU,Kubja Nagar,,
CHARKI DADRI,BADHRA,Lad,,
CHARKI DADRI,BADHRA,Ladawas,,
CHARKI DADRI,JHOJHU,Mai Kalan,,
CHARKI DADRI,JHOJHU,Mai Khurd,,
CHARKI DADRI,BADHRA,Mandhi Kehar,,
CHARKI DADRI,BADHRA,Mandhi Piranu,,
CHARKI DADRI,BADHRA,Mandhi Hariya,,
CHARKI DADRI,BADHRA,Nandha,,
CHARKI DADRI,JHOJHU,Nihalgarh,,
CHARKI DADRI,BADHRA,Nimar Badesara,,
CHARKI DADRI,BADHRA,Panchgoan,,
CHARKI DADRI,JHOJHU,Pichopa Kalan,,
CHARKI DADRI,JHOJHU,Pichopa Khurd,,
CHARKI DADRI,BADHRA,Rahroda Kalan,,
CHARKI DADRI,BADHRA,Rahrodi,,
CHARKI DADRI,JHOJHU,Rambas,,
CHARKI DADRI,BADHRA,Rampura,,
CHARKI DADRI,JHOJHU,Rudrol,,
CHARKI DADRI,BADHRA,Sirsali,,
CHARKI DADRI,BADHRA,Surajgarh,,
CHARKI DADRI,JHOJHU,Todi,,
CHARKI DADRI,BADHRA,Umarwas,,
CHARKI DADRI,JHOJHU,Unn,,
CHARKI DADRI,BADHRA,Shyam Kalan,,
BHIWANI,BAWANI KHERA,Alakhpura,29.0153273,76.047564
BHIWANI,BAWANI KHERA,Baliali,28.9579801,76.0369011
BHIWANI,BAWANI KHERA,Barsi Gujran,28.9579801,76.0369011
BHIWANI,BAWANI KHERA,Barsi Jattan,28.9579801,76.0369011
BHIWANI,BAWANI KHERA,Bhani Jattan,28.9579801,76.0369011
BHIWANI,BAWANI KHERA,Bhaini Thakran,28.9579801,76.0369011
BHIWANI,BAWANI KHERA,Bhurtana,28.9579801,76.0369011
